Series,Name,Size,Photo,Features,Tolerances,Temperature Coefficient,Power per Resistor,Resistance Range,MDS,Design Files,Engineering,Buy Now,Datasheet Link,Product Link
CR,CR01005,01005,https://www.bourns.com/images/products/resistive-products/crxxxxx_part.jpg?sfvrsn=bd4d41f6_2,General Purpose,1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.03 W,10 Ω to 1 MΩ,https://www.bourns.com/docs/product-mds/cr01005_mds.pdf?sfvrsn=614c41f6_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR01005&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR01005,https://www.bourns.com/docs/product-datasheets/cr.pdf?sfvrsn=574d41f6_16,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR01005
CR,CR0201,0201,https://www.bourns.com/images/products/resistive-products/crxxxxx_part.jpg?sfvrsn=bd4d41f6_2,General Purpose,1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.05 W,1 Ω to 10 MΩ,https://www.bourns.com/docs/Product-MDS/cr0201_mds.pdf?sfvrsn=1a8197f1_6,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR0201&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR0201,https://www.bourns.com/docs/product-datasheets/cr.pdf?sfvrsn=574d41f6_16,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR0201
CR,CR0402,0402,https://www.bourns.com/images/products/resistive-products/crxxxxx_part.jpg?sfvrsn=bd4d41f6_2,General Purpose,1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.063 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/Product-MDS/cr0402_mds.pdf?sfvrsn=b48197f1_6,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR0402&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR0402,https://www.bourns.com/docs/product-datasheets/cr.pdf?sfvrsn=574d41f6_16,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR0402
CR,CR0603,0603,https://www.bourns.com/images/products/resistive-products/crxxxxx_part.jpg?sfvrsn=bd4d41f6_2,General Purpose,1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.100 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/Product-MDS/cr0603_mds.pdf?sfvrsn=d79410bf_2,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR0603&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR0603,https://www.bourns.com/docs/product-datasheets/cr.pdf?sfvrsn=574d41f6_16,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR0603
CR,CR0805,0805,https://www.bourns.com/images/products/resistive-products/crxxxxx_part.jpg?sfvrsn=bd4d41f6_2,General Purpose,1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.125 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr0805_mds.pdf?sfvrsn=72590b36_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR0805&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR0805,https://www.bourns.com/docs/product-datasheets/cr.pdf?sfvrsn=574d41f6_16,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR0805
CR,CR1206,1206,https://www.bourns.com/images/products/resistive-products/crxxxxx_part.jpg?sfvrsn=bd4d41f6_2,General Purpose,1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.250 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr1206_mds.pdf?sfvrsn=32aaee02_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR1206&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR1206,https://www.bourns.com/docs/product-datasheets/cr.pdf?sfvrsn=574d41f6_16,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR1206
CR,CR2010,2010,https://www.bourns.com/images/products/resistive-products/crxxxxx_part.jpg?sfvrsn=bd4d41f6_2,General Purpose,1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.5 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/Product-MDS/cr2010_mds.pdf?sfvrsn=f78197f1_6,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR2010&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR2010,https://www.bourns.com/docs/product-datasheets/cr.pdf?sfvrsn=574d41f6_16,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR2010
CR,CR2512,2512,https://www.bourns.com/images/products/resistive-products/crxxxxx_part.jpg?sfvrsn=bd4d41f6_2,General Purpose,1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,1 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/Product-MDS/cr2512_mds.pdf?sfvrsn=ad06fc8b_2,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR2512&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR2512,https://www.bourns.com/docs/product-datasheets/cr.pdf?sfvrsn=574d41f6_16,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR2512
CR-A,CR0201A,0201,https://www.bourns.com/images/products/resistive-products/crxxxxa_part.jpg?sfvrsn=369441f6_2,"General Purpose
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.05 W,1 Ω to 10 MΩ,https://www.bourns.com/docs/product-mds/cr0201a_mds.pdf?sfvrsn=e09541f6_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR0201A&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR0201A,https://www.bourns.com/docs/product-datasheets/cr-a.pdf?sfvrsn=2c9541f6_10,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR0201A
CR-A,CR0402A,0402,https://www.bourns.com/images/products/resistive-products/crxxxxa_part.jpg?sfvrsn=369441f6_2,"General Purpose
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.063 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr0402a_mds.pdf?sfvrsn=f69541f6_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR0402A&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR0402A,https://www.bourns.com/docs/product-datasheets/cr-a.pdf?sfvrsn=2c9541f6_10,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR0402A
CR-A,CR0603A,0603,https://www.bourns.com/images/products/resistive-products/crxxxxa_part.jpg?sfvrsn=369441f6_2,"General Purpose
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.1 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr0603a_mds.pdf?sfvrsn=e59541f6_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR0603A&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR0603A,https://www.bourns.com/docs/product-datasheets/cr-a.pdf?sfvrsn=2c9541f6_10,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR0603A
CR-A,CR0805A,0805,https://www.bourns.com/images/products/resistive-products/crxxxxa_part.jpg?sfvrsn=369441f6_2,"General Purpose
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.125 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr0805a_mds.pdf?sfvrsn=fb9541f6_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR0805A&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR0805A,https://www.bourns.com/docs/product-datasheets/cr-a.pdf?sfvrsn=2c9541f6_10,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR0805A
CR-A,CR1206A,1206,https://www.bourns.com/images/products/resistive-products/crxxxxa_part.jpg?sfvrsn=369441f6_2,"General Purpose
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.25 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr1206a_mds.pdf?sfvrsn=cc9541f6_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR1206A&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR1206A,https://www.bourns.com/docs/product-datasheets/cr-a.pdf?sfvrsn=2c9541f6_10,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR1206A
CR-A,CR1210A,1210,https://www.bourns.com/images/products/resistive-products/crxxxxa_part.jpg?sfvrsn=369441f6_2,"General Purpose
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.33 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr1210a_mds.pdf?sfvrsn=c79541f6_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR1210A&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR1210A,https://www.bourns.com/docs/product-datasheets/cr-a.pdf?sfvrsn=2c9541f6_10,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR1210A
CR-A,CR2010A,2010,https://www.bourns.com/images/products/resistive-products/crxxxxa_part.jpg?sfvrsn=369441f6_2,"General Purpose
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.5 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr2010a_mds.pdf?sfvrsn=f19541f6_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR2010A&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR2010A,https://www.bourns.com/docs/product-datasheets/cr-a.pdf?sfvrsn=2c9541f6_10,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR2010A
CR-A,CR2512A,2512,https://www.bourns.com/images/products/resistive-products/crxxxxa_part.jpg?sfvrsn=369441f6_2,"General Purpose
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,1 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr2512a_mds.pdf?sfvrsn=ea9541f6_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR2512A&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR2512A,https://www.bourns.com/docs/product-datasheets/cr-a.pdf?sfvrsn=2c9541f6_10,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR2512A
CR-A-AS,CR0201A-AS,0201,https://www.bourns.com/images/products/resistive-products/crxxxxa_as_part.jpg?sfvrsn=ad2741f6_0,"Sulfur-Resistant
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.05 W,1 Ω to 10 MΩ,https://www.bourns.com/docs/product-mds/cr0201a-as_mds.pdf?sfvrsn=255578f6_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A-AS,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR0201A-AS&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR0201A-AS,https://www.bourns.com/docs/product-datasheets/cr-a-as.pdf?sfvrsn=5f5578f6_20,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR0201A-AS
CR-A-AS,CR0402A-AS,0402,https://www.bourns.com/images/products/resistive-products/crxxxxa_as_part.jpg?sfvrsn=ad2741f6_0,"Sulfur-Resistant
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.063 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr0402a-as_mds.pdf?sfvrsn=c5578f6_6,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A-AS,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR0402A-AS&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR0402A-AS,https://www.bourns.com/docs/product-datasheets/cr-a-as.pdf?sfvrsn=5f5578f6_20,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR0402A-AS
CR-A-AS,CR0603A-AS,0603,https://www.bourns.com/images/products/resistive-products/crxxxxa_as_part.jpg?sfvrsn=ad2741f6_0,"Sulfur-Resistant
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.1 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr0603a-as_mds.pdf?sfvrsn=315578f6_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A-AS,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR0603A-AS&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR0603A-AS,https://www.bourns.com/docs/product-datasheets/cr-a-as.pdf?sfvrsn=5f5578f6_20,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR0603A-AS
CR-A-AS,CR0805A-AS,0805,https://www.bourns.com/images/products/resistive-products/crxxxxa_as_part.jpg?sfvrsn=ad2741f6_0,"Sulfur-Resistant
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.125 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr0805a-as_mds.pdf?sfvrsn=3b5578f6_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A-AS,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR0805A-AS&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR0805A-AS,https://www.bourns.com/docs/product-datasheets/cr-a-as.pdf?sfvrsn=5f5578f6_20,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR0805A-AS
CR-A-AS,CR1206A-AS,1206,https://www.bourns.com/images/products/resistive-products/crxxxxa_as_part.jpg?sfvrsn=ad2741f6_0,"Sulfur-Resistant
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.25 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr1206a-as_mds.pdf?sfvrsn=25578f6_6,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A-AS,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR1206A-AS&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR1206A-AS,https://www.bourns.com/docs/product-datasheets/cr-a-as.pdf?sfvrsn=5f5578f6_20,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR1206A-AS
CR-A-AS,CR1210A-AS,1210,https://www.bourns.com/images/products/resistive-products/crxxxxa_as_part.jpg?sfvrsn=ad2741f6_0,"Sulfur-Resistant
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.33 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr1210a-as_mds.pdf?sfvrsn=205578f6_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A-AS,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR1210A-AS&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR1210A-AS,https://www.bourns.com/docs/product-datasheets/cr-a-as.pdf?sfvrsn=5f5578f6_20,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR1210A-AS
CR-A-AS,CR2010A-AS,2010,https://www.bourns.com/images/products/resistive-products/crxxxxa_as_part.jpg?sfvrsn=ad2741f6_0,"Sulfur-Resistant
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,0.5 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr2010a-as_mds.pdf?sfvrsn=365578f6_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A-AS,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR2010A-AS&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR2010A-AS,https://www.bourns.com/docs/product-datasheets/cr-a-as.pdf?sfvrsn=5f5578f6_20,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR2010A-AS
CR-A-AS,CR2512A-AS,2512,https://www.bourns.com/images/products/resistive-products/crxxxxa_as_part.jpg?sfvrsn=ad2741f6_0,"Sulfur-Resistant
AEC-Q200 Compliant",1 %5 %,-200 to +600 ppm±100 ppm±200 ppm±400 ppm,1 W,1 Ω to 20 MΩ,https://www.bourns.com/docs/product-mds/cr2512a-as_mds.pdf?sfvrsn=75578f6_4,https://www.bourns.com/resources/design-tools/engineering-files-list?folder=CR-A-AS,https://bourns.componentsearchengine.com/entry_u_newDesign.php?mna=Bourns&mpn=CR2512A-AS&pna=Bourns&vrq=1&fmt=zip&o3=0&logo=&lang=en-US&epm=0,https://www.bourns.com/inventory-search-results?PARTS=CR2512A-AS,https://www.bourns.com/docs/product-datasheets/cr-a-as.pdf?sfvrsn=5f5578f6_20,https://www.bourns.com/products/resistors/thick-film-chip-resistors/product/CR2512A-AS
